No.,식품명,제조사,조사년도,식품분류,식품군,식품코드,자료원,1회제공량,에너지(Kcal),단백질,지질,탄수화물,총당류,나트륨,콜레스테롤,총 포화 지방산,트랜스 지방산
14897,청정원 렌지짱 매운홍닭,대상㈜,2017,가공식품,즉석식품류,P15735,식약처(가공식품)NFPF,100g,177.5,8,5.5,24,7.5,400,17,-,0
14898,청정원 렌지짱 미트볼,대상㈜,2017,가공식품,즉석식품류,P15736,식약처(가공식품)NFPF,100g,186,7,10,17,3.33,525,19,-,0
14899,청정원 렌지짱 숯불떡갈비,대상㈜,2017,가공식품,즉석식품류,P15737,식약처(가공식품)NFPF,100g,173,7.5,11,11,3.12,420,17.5,-,0
14900,청정원 밥물이 다르다 강황 우린물로 만든 통새우볶음밥,대상㈜,2017,가공식품,즉석식품류,P15740,식약처(가공식품)NFPF,100g,146.67,3.11,2.22,28.89,1.1,324.44,13.33,-,0
14901,청정원 밥물이 다르다 표고버섯 우린물로 만든닭가슴살볶음밥,대상㈜,2017,가공식품,즉석식품류,P15741,식약처(가공식품)NFPF,100g,151.11,4,2.22,28.89,0.89,288.89,8.89,-,0
14902,청정원 밥물이 다르다 황태 우린물로 만든 계란야채볶음밥,대상㈜,2017,가공식품,즉석식품류,P15742,식약처(가공식품)NFPF,100g,160,3.11,2.67,31.11,0.89,377.78,11.11,-,0
14903,청정원 사골미역국밥,대상㈜,2017,가공식품,즉석식품류,P15751,식약처(가공식품)NFPF,100g,285,5,1.9,62,1,1060,0,-,0
14904,청정원 상하이식 짬뽕밥,대상㈜,2017,가공식품,즉석식품류,P15754,식약처(가공식품)NFPF,100g,310,7,3.9,62,3,1540,5,-,0
14905,청정원 스파게티,대상㈜,2017,가공식품,즉석식품류,P15755,식약처(가공식품)NFPF,100g,360.14,12.45,0.18,77.19,3.57,0,0,-,0
14906,청정원 아침에 먹는 단팥죽,대상㈜,2017,가공식품,즉석식품류,P15757,식약처(가공식품)NFPF,100g,116,4,0,25.2,7.2,112,0,0,0
14907,청정원 아침에 먹는 쇠고기버섯죽,대상㈜,2017,가공식품,즉석식품류,P15758,식약처(가공식품)NFPF,100g,54.17,2.08,0.42,10.42,0.77,195.83,0,-,0
14908,청정원 아침에 먹는 전복소라죽,대상㈜,2017,가공식품,즉석식품류,P15759,식약처(가공식품)NFPF,100g,52.08,2.08,0.29,10.42,0.58,170.83,0,0,0
14909,청정원 아침에 먹는 호박죽,대상㈜,2017,가공식품,즉석식품류,P15760,식약처(가공식품)NFPF,100g,75,1.25,0.29,17.08,7.08,150,0,-,0
14910,청정원 아침에 먹는 흑임자죽,대상㈜,2017,가공식품,즉석식품류,P15761,식약처(가공식품)NFPF,100g,72.92,2.08,2.92,9.58,4.58,179.17,0,-,0
14911,청정원 얼큰 육개장국밥,대상㈜,2017,가공식품,즉석식품류,P15762,식약처(가공식품)NFPF,100g,300,6,2,65,1.38,1160,0,-,0
14912,초이스엘 국내산 올갱이로 오래끓인 올갱이국,롯데쇼핑㈜,2017,가공식품,즉석식품류,P15805,식약처(가공식품)NFPF,250g,37.5,3.25,2,2,0,1875,0,0,0
14913,총각네 FUN 고기왕만두,자연의모든것,2017,가공식품,즉석식품류,P15806,식약처(가공식품)NFPF,150g,474.11,17.68,25.71,41.79,5.66,851.79,32.14,-,0
14914,춘천 닭갈비 덮밥,오뚜기,2017,가공식품,즉석식품류,P15807,식약처(가공식품)NFPF,340g,1394,54.4,14.28,261.8,27.2,2958,68,-,0
14915,치킨 클럽샌드위치,㈜신세계푸드,2017,가공식품,즉석식품류,P15808,식약처(가공식품)NFPF,150g,374.67,18.34,12.7,46.74,0.51,776.99,14.72,-,0
14916,케이준 치킨버거,롯데제과,2017,가공식품,즉석식품류,P15809,식약처(가공식품)NFPF,155g,376.08,23.39,15.48,35.28,9.07,350.32,69.92,-,0.02
14917,쿡스쿡스 우리쌀만두,해태제과,2017,가공식품,즉석식품류,P15810,식약처(가공식품)NFPF,150g,540,18,24.75,63,0.9,967.5,2.03,-,0
14918,크랜베리 치킨샌드위치,비에스시스템,2017,가공식품,즉석식품류,P15811,식약처(가공식품)NFPF,150g,564.46,20.34,29.31,54.82,0.83,745.83,27.61,-,0
14919,크림스프 80g,오뚜기,2017,가공식품,즉석식품류,P15813,식약처(가공식품)NFPF,100g,433.5,8.6,15.1,65.8,23.56,2110.7,25.06,-,0.33
14920,클래식 햄치즈 에그샌드위치,롯데푸드,2017,가공식품,즉석식품류,P15814,식약처(가공식품)NFPF,150g,523.44,22.96,22.27,57.78,8.72,1044.3,106.81,-,0.06
14921,텐진포자만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15815,식약처(가공식품)NFPF,150g,300,10.5,15,31.5,2.55,592.5,15,-,0
14922,통밀 우리밀 채식만두,베지푸드,2017,가공식품,즉석식품류,P15816,식약처(가공식품)NFPF,150g,416.25,18,9.23,63,0.68,787.5,0,-,0
14923,통큰 왕만두,롯데쇼핑㈜,2017,가공식품,즉석식품류,P15817,식약처(가공식품)NFPF,150g,427.5,18,13.5,58.5,6.75,780,3.6,-,0
14924,통통한 닭가슴살 김밥,비에스시스템,2017,가공식품,즉석식품류,P15819,식약처(가공식품)NFPF,100g,148.81,4.08,3.39,25.49,0.48,506.96,0.86,-,0
14925,통통한 불고기 김밥,비에스시스템,2017,가공식품,즉석식품류,P15820,식약처(가공식품)NFPF,100g,144.21,4.24,2.94,25.19,0.45,351.62,0.9,-,0.01
14926,통통한 참치 김밥,비에스시스템,2017,가공식품,즉석식품류,P15821,식약처(가공식품)NFPF,100g,154.1,4.86,5.56,21.15,0.32,389.89,0.75,-,0
14927,통통한 한줄 김밥,비에스시스템,2017,가공식품,즉석식품류,P15822,식약처(가공식품)NFPF,100g,116.6,3.62,1.74,21.61,0.5,450.89,1.02,-,0
14928,튼튼스쿨 우리돼지 물만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15823,식약처(가공식품)NFPF,150g,277.5,13.5,12,30,4.37,675,22.5,-,0
14929,튼튼스쿨우리돼지 교자만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15824,식약처(가공식품)NFPF,150g,302.48,11.25,11.95,37.47,5.66,637.8,8.79,-,0.12
14930,튼튼스쿨우리돼지 군만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15825,식약처(가공식품)NFPF,150g,341.95,10.48,15.19,40.81,2.84,484.05,14.73,-,0.15
14931,푸짐한 햄샌드위치,롯데푸드,2017,가공식품,즉석식품류,P15826,식약처(가공식품)NFPF,150g,584.35,22.76,29.33,57.35,8.72,1172.05,24.57,-,0.24
14932,푹고은 육개장,아워홈,2017,가공식품,즉석식품류,P15827,식약처(가공식품)NFPF,250g,162.5,15,5.75,12.5,8.63,2625,50,-,0
14933,프레시안 생야채 돼지고기 생물만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15828,식약처(가공식품)NFPF,150g,397.5,14.4,19.5,42,4.37,1080,24,-,0
14934,프레시안 백설군만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15829,식약처(가공식품)NFPF,150g,322.5,10.8,15,36,2.84,525,15,-,0
14935,프레시안 사천식 왕빠오즈,CJ제일제당㈜,2017,가공식품,즉석식품류,P15830,식약처(가공식품)NFPF,150g,495,15.75,15.75,72,6.75,810,15.75,-,0
14936,프레시안 왕빠오즈,CJ제일제당㈜,2017,가공식품,즉석식품류,P15831,식약처(가공식품)NFPF,150g,450,13.5,11.25,72,6.75,765,6.75,-,0
14937,피가 얇고 속이 꽉찬 개성 감자만두,동원,2017,가공식품,즉석식품류,P15832,식약처(가공식품)NFPF,150g,442.5,18,21,45,4.5,915,37.5,-,0
14938,피코크 단호박죽,㈜이마트,2017,가공식품,즉석식품류,P15833,식약처(가공식품)NFPF,260g,390,5.2,0,88.4,49.4,1040,0,-,0
14939,피코크 전복죽,㈜이마트,2017,가공식품,즉석식품류,P15834,식약처(가공식품)NFPF,260g,338,10.4,6.24,59.8,1.84,1378,13,-,0
14940,피코크 정갈한 소고기무국,㈜이마트,2017,가공식품,즉석식품류,P15835,식약처(가공식품)NFPF,500g,425,40,15.5,30,10,6550,75,-,0
14941,피코크 하오바오 고기왕만두,㈜이마트,2017,가공식품,즉석식품류,P15838,식약처(가공식품)NFPF,150g,435.94,14.06,14.06,63.28,5.66,618.75,14.06,-,0
14942,피코크 한우 사골육수,㈜이마트,2017,가공식품,즉석식품류,P15839,식약처(가공식품)NFPF,250g,112.5,12.5,4.25,5,0,75,25,-,0
14943,하까우,CJ제일제당㈜,2017,가공식품,즉석식품류,P15840,식약처(가공식품)NFPF,150g,217.5,9,4.8,34.5,1.05,750,82.5,-,0
14944,한입 치킨만두,CJ제일제당㈜,2017,가공식품,즉석식품류,P15841,식약처(가공식품)NFPF,150g,397.58,18,10.57,56.92,5.18,659.92,29.92,-,0
14945,핫치킨 앤 치즈 샌드위치,비에스시스템,2017,가공식품,즉석식품류,P15845,식약처(가공식품)NFPF,150g,489.24,17.99,16.52,67.16,1.3,840.65,6.9,-,0.04
14946,해물맛 순두부찌개,홈플러스㈜,2017,가공식품,즉석식품류,P15846,식약처(가공식품)NFPF,250g,225,20,3.75,27.5,7.5,2300,12.5,-,0
14947,해양심층수 머금은 깨끗한밥 흑미,한국바이오플랜트판매법인SYDS,2017,가공식품,즉석식품류,P15847,식약처(가공식품)NFPF,210g,606.9,12.7,2.81,132.66,0,7.18,0,-,0
14948,해태 치킨커리 군만두,해태제과,2017,가공식품,즉석식품류,P15848,식약처(가공식품)NFPF,150g,450,15.75,15.75,60.75,2.84,810,18.67,-,0
14949,햄감자 샌드위치,비에스시스템,2017,가공식품,즉석식품류,P15849,식약처(가공식품)NFPF,150g,482.78,17.58,22.01,53.59,2.05,639.73,24.63,-,0
14950,햄버그덮밥,오뚜기,2017,가공식품,즉석식품류,P15850,식약처(가공식품)NFPF,340g,1479,64.6,30.6,238,82.57,1734,68,-,0
14951,햇반,CJ제일제당㈜,2017,가공식품,즉석식품류,P15851,식약처(가공식품)NFPF,210g,310,6,1.5,68,0,15,0,-,0
14952,햇반 작은공기,CJ제일제당㈜,2017,가공식품,즉석식품류,P15852,식약처(가공식품)NFPF,100g,146,2.3,0.8,32,0,7.7,0,-,0
14953,햇쌀 한공기,롯데쇼핑㈜,2017,가공식품,즉석식품류,P15853,식약처(가공식품)NFPF,210g,596.4,10.5,2.1,134.4,0,0,0,0,0
14954,홈플러스 알뜰상품 물만두,홈플러스㈜,2017,가공식품,즉석식품류,P15856,식약처(가공식품)NFPF,150g,420,13.5,18,51,4.37,870,2.7,-,0.45
14955,홈플러스 선지해장국,홈플러스㈜,2017,가공식품,즉석식품류,P15857,식약처(가공식품)NFPF,250g,212.5,22.5,7.5,15,5,3200,150,-,0
14956,홍진경의 더만두 쫄깃쫄깃 얇은피 포자찐만두,홍진경,2017,가공식품,즉석식품류,P15858,식약처(가공식품)NFPF,150g,450,17.68,20.89,49.82,6.43,948.21,16.07,-,0
14957,화끈한 닭강정,오뚜기,2017,가공식품,즉석식품류,P15859,식약처(가공식품)NFPF,180g,621,30.6,16.2,88.2,12.6,1908,63,-,0
14958,청정원 렌지짱 미트볼,대상㈜,2017,가공식품,즉석식품류,P15870,식약처(가공식품)NFPF,200g,364,13,20,33,13.33,1050,40,-,1
14959,청정원 렌지짱 소세지야채볶음,대상㈜,2017,가공식품,즉석식품류,P15871,식약처(가공식품)NFPF,200g,551,14,39,36,12,1670,30,-,1
14960,청정원 렌지짱 햄버거스테이크,대상㈜,2017,가공식품,즉석식품류,P15872,식약처(가공식품)NFPF,200g,311,16,15,28,10,900,40,-,1
14961,정통 만두,롯데햄.우유㈜,2017,가공식품,즉석식품류,P16753,식약처(가공식품)NFPF,150g,342,21.38,13.73,29.92,0,434.25,0,0,0
14962,참치마요골드,㈜한국데리카후레쉬,2019,가공식품,즉석식품류,P20900,식약처(가공식품)NFPF,115g,199,7,4.5,33,0,352,7,0.7,0
14963,더큰베이컨참치마요삼각김밥,㈜한국데리카후레쉬,2019,가공식품,즉석식품류,P20901,식약처(가공식품)NFPF,163g,329,6,11,52,1,575,8,2.2,0
14964,더큰참치마요네즈삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20902,식약처(가공식품)NFPF,152g,360,9,20,36,1,520,20,2.8,0
14965,더큰소고기전주비빔삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20903,식약처(가공식품)NFPF,147g,305,9,11,43,6,540,10,3.1,0.3
14966,뉴전주비빔삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20904,식약처(가공식품)NFPF,117g,205,4,4.5,25,2,490,0,0.8,0
14967,스팸계란볶음,㈜한국데리카후레쉬,2019,가공식품,즉석식품류,P20905,식약처(가공식품)NFPF,105g,227,5,13,22,0,410,40,3.1,0
14968,더큰스팸김치볶음밥삼각김밥,㈜한국데리카후레쉬,2019,가공식품,즉석식품류,P20906,식약처(가공식품)NFPF,155g,281,8,9,42,2,615,13,2.4,0.3
14969,유부우엉김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20907,식약처(가공식품)NFPF,222g,355,10,10,54,2,860,20,0.6,0
14970,참치김치김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20908,식약처(가공식품)NFPF,234g,345,9,13,48,2,660,35,2.3,0
14971,아이돌인기샌드위치,㈜우리델리카,2019,가공식품,즉석식품류,P20909,식약처(가공식품)NFPF,209g,522,11,23,68,21,862,87,4.7,0
14972,베이컨참치마요네즈삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20910,식약처(가공식품)NFPF,109g,215,5,7,33,1,280,10,1.4,0
14973,뉴참치햄샐러드김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20911,식약처(가공식품)NFPF,219g,370,11,13,53,0,780,25,2.4,0
14974,스팸마요&볶음김치 삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20912,식약처(가공식품)NFPF,146g,290,6,8,49,1,530,10,1.8,0
14975,바삭 치즈불닭 김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20913,식약처(가공식품)NFPF,132g,235,11,5,37,3,450,20,2.2,0
14976,치킨데리마요삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20914,식약처(가공식품)NFPF,112g,228,5,9,31,2,564,23,1.9,0
14977,고기진짜많구나,㈜우리델리카,2019,가공식품,즉석식품류,P20915,식약처(가공식품)NFPF,472g,898,32,27,132,6,1749,115,8,0.3
14978,바싹불고기&고추장불고기,㈜한국데리카후레쉬,2019,가공식품,즉석식품류,P20916,식약처(가공식품)NFPF,228g,366,11,3.9,71,4,603,17,0.9,0
14979,치즈불고기와 볶음김치김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20917,식약처(가공식품)NFPF,222g,345,11,10,52,5,820,25,5,0
14980,제육볶음주먹밥삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20918,식약처(가공식품)NFPF,109g,195,6,4,34,3,260,10,1.1,0
14981,바싹불고기김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20919,식약처(가공식품)NFPF,225g,345,13,9,52,8,780,30,2.2,0
14982,더큰)불고기삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20920,식약처(가공식품)NFPF,152g,260,8,2.3,51,2,680,4.7,0.7,0
14983,4단햄치즈&꽃맛살샌드,㈜우리델리카,2019,가공식품,즉석식품류,P20921,식약처(가공식품)NFPF,190g,469,13,23,51,3,1104,30,6,0
14984,딸기샌드위치,㈜우리델리카,2019,가공식품,즉석식품류,P20922,식약처(가공식품)NFPF,149g,305,4,13,43,17,213,0,6,0
14985,치킨도시락,㈜삼영데리카후레쉬,2019,가공식품,즉석식품류,P20923,식약처(가공식품)NFPF,378g,754,24,29,99,5,1317,104,7,0
14986,진짜진짜많구나도시락,㈜우리델리카,2019,가공식품,즉석식품류,P20924,식약처(가공식품)NFPF,440g,915,36,28,130,7,1719,190,8,0.3
14987,명란마요주먹밥 삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20925,식약처(가공식품)NFPF,105g,170,5,1.9,33,1,360,70,0,0
14988,모두의정찬도시락,㈜우리델리카,2019,가공식품,즉석식품류,P20926,식약처(가공식품)NFPF,416g,740,27,23,107,13,1495,65,7,0.1
14989,더큰치즈닭갈비볶음밥삼각김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20927,식약처(가공식품)NFPF,155g,260,7,7,49,4,740,13,1,0.3
14990,바싹불고기 도시락,㈜우리델리카,2019,가공식품,즉석식품류,P20928,식약처(가공식품)NFPF,400g,755,15,39,87,10,1110,55,12,0
14991,커플주먹밥 참치김치&장조림버터,㈜우리델리카,2019,가공식품,즉석식품류,P20929,식약처(가공식품)NFPF,204g,370,9,12,55,2,810,70,2,0
14992,치킨몬스터도시락,㈜한국데리카후레쉬,2019,가공식품,즉석식품류,P20930,식약처(가공식품)NFPF,489g,1058,36,38,142,28,2950,132,9,0.2
14993,정성가득비빔밥,㈜우리델리카,2019,가공식품,즉석식품류,P20931,식약처(가공식품)NFPF,397g,560,20,13,90,3,940,30,2.7,0
14994,상하이치킨버거,㈜우리델리카,2019,가공식품,즉석식품류,P20932,식약처(가공식품)NFPF,234g,593,26,25,66,13,1256,0,5,0
14995,춘천닭갈비김밥,㈜우리델리카,2019,가공식품,즉석식품류,P20933,식약처(가공식품)NFPF,225g,332,11,6.2,58,6,1116,27,1.5,0
14996,언양식불고기김밥,㈜삼영데리카후레쉬,2019,가공식품,즉석식품류,P20934,식약처(가공식품)NFPF,223g,331,15,5,56,6,924,10,1.5,0
14997,참치마요골드삼각김밥,㈜삼영데리카후레쉬,2019,가공식품,즉석식품류,P20935,식약처(가공식품)NFPF,115g,199,7,4.5,33,0,352,7,0.7,0
14998,알찬도시락,㈜삼영데리카후레쉬,2019,가공식품,즉석식품류,P20936,식약처(가공식품)NFPF,370g,610,24,15,95,9,1187,104,4.1,0
14999,삼겹구이도시락,㈜우리델리카,2019,가공식품,즉석식품류,P20937,식약처(가공식품)NFPF,427g,725,28,19,111,2,1240,140,6,0
15000,NEW(뉴)돈까스샌드위치,㈜우리델리카,2019,가공식품,즉석식품류,P20938,식약처(가공식품)NFPF,194g,534,18,25,56,9,1010,29,6,0
15001,통새우버거,㈜우리델리카,2019,가공식품,즉석식품류,P20939,식약처(가공식품)NFPF,152g,408,14,17,48,8,914,51,0,0
15002,전주비빔김밥,㈜삼영데리카후레쉬,2019,가공식품,즉석식품류,P20940,식약처(가공식품)NFPF,226g,354,10,8,60,7,1041,31,0,0
15003,비비고김치볶음,㈜동방푸드마스타,2019,가공식품,즉석식품류,P20941,식약처(가공식품)NFPF,80g,60,2,2.6,7,4,580,0,0,0
15004,더큰연어마요,㈜우리델리카,2019,가공식품,즉석식품류,P20942,식약처(가공식품)NFPF,147g,280,6,10,42,1,460,10,1.9,0
15005,불고기버거,㈜우리델리카,2019,가공식품,즉석식품류,P20943,식약처(가공식품)NFPF,438g,802,36,22,116,9,1187,40,4.8,0
15006,오므라이스&커리도시락,㈜삼영데리카후레쉬,2019,가공식품,즉석식품류,P20944,식약처(가공식품)NFPF,460g,863,25,42,97,5,2038,268,12,0.3
15007,햇반,CJ제일제당㈜,2019,가공식품,즉석식품류,P20945,식약처(가공식품)NFPF,190g,285,5,1.3,63,0,10,0,0,0
15008,맛있는 오뚜기밥,오뚜기,2019,가공식품,즉석식품류,P20946,식약처(가공식품)NFPF,210g,305,6,2,66,0,15,0,0.7,0
15009,햇반흑미밥,CJ제일제당㈜,2019,가공식품,즉석식품류,P20947,식약처(가공식품)NFPF,210g,320,5,1.6,71,0,15,0,0.7,0
15010,비비고육개장,㈜교동식품,2019,가공식품,즉석식품류,P20948,식약처(가공식품)NFPF,500g,135,11,8,5,21,1810,25,2,0
15011,치킨&할라페뇨 라이스 부리또,㈜도스타코스,2019,가공식품,즉석식품류,P20949,식약처(가공식품)NFPF,190g,395,17,9,53,4,592,30,5,0
15012,진성너른골찰순대,㈜진성푸드,2019,가공식품,즉석식품류,P20950,식약처(가공식품)NFPF,100g,165,3,3.1,31,1,480,25,0.9,0
15013,햇반발아현미밥,CJ제일제당㈜,2019,가공식품,즉석식품류,P20951,식약처(가공식품)NFPF,210g,290,5,0.9,66,0,20,0,0.2,0
15014,감자&에그 베이컨 부리또,㈜도스타코스,2019,가공식품,즉석식품류,P20952,식약처(가공식품)NFPF,190g,381,18,17,41,4,570,262,8,0
15015,햇반 아산맑은쌀밥,CJ제일제당㈜,2019,가공식품,즉석식품류,P20953,식약처(가공식품)NFPF,210g,315,5,1.5,70,0,15,0,0,0
15016,맛있는 오뚜기밥 큰밥,오뚜기,2019,가공식품,즉석식품류,P20955,식약처(가공식품)NFPF,300g,435,8,2.9,94,0,20,0,1.1,0
15017,햇반컵밥 강된장 보리 비빔밥,CJ제일제당㈜,2019,가공식품,즉석식품류,P20956,식약처(가공식품)NFPF,280g,335,10,4,65,3,870,0,0.8,0
15018,햇반이천쌀밥,CJ제일제당㈜,2019,가공식품,즉석식품류,P20957,식약처(가공식품)NFPF,210g,315,5,1.6,70,0,15,0,0.9,0
